0	100094081.831
1	100102103.664
2	1076121534.45
3	875870229.155
4	997736048.876
5	903944911.299
6	835603797.819
7	1133005862.33
8	1038797943.7
9	969184692.333
10	1075945350.22
11	1148166278.56
12	1105694645.8
13	641667634.665
14	913308331.964
15	1044607101.6
16	1016379987.22
17	1087429793.55
18	965442251.435
19	1030623581.34
20	100098912.595
21	853581588.188
22	1122227671.16
23	904458690.75
24	1127111185.84
25	1100795683.38
26	1121230004.49
27	1035016125.16
28	1084501267.16
29	961558675.743
30	100098741.064
31	1004080970.87
32	1087764988.66
33	864656984.321
34	1120177030.04
35	1076566418.14
36	1049692101.51
37	948314127.245
38	909936576.678
39	1099944495.66
40	100095971.431
41	1270123996.94
42	998226195.582
43	986823710.42
44	1008748510.32
45	853111146.113
46	1121365696.58
47	854519498.965
48	1132624281.79
49	1013754479.59
50	100101299.799
51	908825502.207
52	821864687.587
53	1052936352.4
54	917301943.429
55	1267739310.25
56	1117385407.35
57	1143259087.78
58	846792567.662
59	1019739978.84
60	100100785.486
61	975402689.681
62	1019184540.1
63	1035141317.38
64	935008793.407
65	836280522.037
66	952663423.639
67	988066802.785
68	1025743415.89
69	1271138077.92
70	100101795.965
71	1038858436.57
72	1134855760.54
73	1002257681.52
74	1228571099.03
75	1355268733.75
76	586687646.889
77	1096903054.98
78	810939347.84
79	1203661890.54
80	100106524.574
81	1045923378.62
82	830302793.683
83	987065658.845
84	1009232329.42
85	1186591731.6
86	903833867.477
87	953398188.895
88	871153848.683
89	949301330.211
90	100103420.367
91	1213909183.28
92	1055990367.13
93	907040120.868
94	852896666.441
95	1133013084.39
96	975112527.181
97	959939341.87
98	881693206.229
99	959988117.768
100	100103129.28
101	1034744536.37
102	962740295.068
103	965397124.385
104	888772966.096
105	831125598.269
106	891896477.815
107	850685041.405
108	1151967726.62
109	1064825492.79
110	100106313.651
111	987403544.375
112	838668523.94
113	1070061828.21
114	901272108.368
115	1137275345.14
116	904487039.22
117	1057828921.26
118	1086741951.54
119	1114552437.15
120	100109753.363
121	902832311.27
122	1005528638.05
123	1018575478.86
124	872810932.728
125	1096654684.79
126	1023010938.31
127	974760704.735
128	967816025.458
129	1075591783.37
130	100100649.204
131	859067511.717
132	792951064.38
133	1059395459.37
134	1061607578.32
135	1153728766.98
136	966816771.503
137	839098242.664
138	972711650.683
139	1099091996.11
140	100102762.141
141	1422141436.77
142	1102227858.36
143	800952104.564
144	960619826.781
145	1002941248.58
146	1025853799.61
147	1076393769.99
148	1286260659.66
149	955439506.25
150	100097306.162
151	1149136439.15
152	876452220.946
153	794930973.214
154	1032479777.81
155	826929075.356
156	1191172337.47
157	1206164089.92
158	748199059.647
159	1003830338.28
160	100097271.273
161	921094562.261
162	977415321.962
163	844654303.252
164	1190972775.91
165	895899716.947
166	955432148.553
167	924322842.022
168	853367725.803
169	1150171613.0
170	100098695.863
171	1091772160.67
172	962186073.402
173	957080877.109
174	868080448.146
175	912305054.921
176	915265041.747
177	955391747.074
178	1034031839.75
179	1082484362.61
180	100098338.926
181	986394783.616
182	1174021228.66
183	1060493889.21
184	1002433702.2
185	893324142.171
186	1107892306.69
187	1108799604.29
188	986338349.425
189	991347648.015
190	100101593.773
191	1059013425.35
192	1149521212.05
193	965019429.709
194	827293116.586
195	1116453860.27
196	953595364.541
197	1111866185.34
198	738683363.266
199	1112023790.06
